EL-CENTRO_NS,
X,Y
13.8,0.262803628914252
13.82,0.0523851331577407
13.84,-0.105940883816213
13.86,-0.290898448931812
13.88,-0.236172080772608
13.9,-0.217734855136084
13.92,-0.157740708223588
13.94,-0.09657594381036
13.96,-0.0374597600234124
13.98,0.00907228563067018
14,0.0433128475270705
14.02,0.148668422592918
14.04,-0.006438396254024
14.06,-0.143107989464443
14.08,-0.104770266315481
14.1,-0.20222417325139
14.12,-0.151009657594381
14.14,-0.108574773192859
14.16,0.025753585016096
14.18,0.184957565115598
14.2,0.246122329528826
14.22,0.373426982733392
14.24,0.406204272753878
14.26,0.34913666959321
14.28,0.219783435762365
14.3,0.0658472344161545
14.32,-0.025753585016096
14.34,-0.0664325431665203
14.36,0.0216564237635353
14.38,0.0529704419081065
14.4,0.159203980099502
14.42,0.116769095697981
14.44,0.0131694468832309
14.46,-0.0239976587649985
14.48,-0.0541410594088382
14.5,-0.00585308750365818
14.52,0.00175592625109745
14.54,-0.0342405618964004
14.56,-0.0614574187884109
14.58,-0.0886742756804214
14.6,-0.149839040093649
14.62,-0.212759730757975
14.64,-0.169446883230904
14.66,-0.0778460637986538
14.68,-0.0520924787825578
14.7,0.0117061750073164
14.72,0.0286801287679251
14.74,0.0400936494000585
14.76,0.0646766169154229
14.78,0.127889961954931
14.8,0.0266315481416447
14.82,-0.160374597600234
14.84,-0.162423178226515
14.86,-0.0711150131694469
14.88,-0.0237050043898156
14.9,0.0731635937957272
14.92,0.119988293824993
14.94,0.0532630962832894
14.96,-0.00790166812993854
14.98,-0.0711150131694469
15,-0.00438981562774363
15.02,0.0722856306701785
15.04,0.141059408838162
15.06,0.229148375768218
15.08,0.182031021363769
15.1,0.0968685981855429
15.12,-0.00409716125256073
15.14,-0.0570676031606673
15.16,-0.0722856306701785
15.18,-0.0620427275387767
15.2,-0.03219198127012
15.22,0.0146327187591455
15.24,0.0705297044190811
15.26,-0.00995024875621891
15.28,-0.0632133450395083
15.3,-0.13784021071115
15.32,-0.106233538191396
15.34,-0.0570676031606673
15.36,-0.00526777875329236
15.38,0.0497512437810945
15.4,-0.0234123500146327
15.42,0.00146327187591455
15.44,0.0673105062920691
15.46,0.109452736318408
15.48,0.175885279484928
15.5,0.151009657594381
15.52,0.126426690079017
15.54,0.100673105062921
15.56,0.147790459467369
15.58,0.19110330699444
15.6,0.199882938249927
15.62,0.0503365525314603
15.64,-0.0497512437810945
15.66,-0.154228855721393
15.68,-0.194322505121452
15.7,-0.113257243195786
15.72,-0.0649692712906058
15.74,-0.009657594381036
15.76,0.0348258706467662
15.78,-0.0374597600234124
15.8,-0.102721685689201
15.82,-0.150424348844015
15.84,-0.0980392156862745
15.86,-0.0637986537898742
15.88,-0.00351185250219491
15.9,0.0415569212759731
15.92,0.0204858062628036
15.94,-0.0184372256365233
15.96,-0.0351185250219491
15.98,-0.0942347088088967
16,-0.101258413813287
16.02,-0.0266315481416447
16.04,0.0213637693883524
16.06,0.0904302019315189
16.08,0.138132865086333
16.1,0.176470588235294
16.12,0.168568920105356
16.14,0.09657594381036
16.16,-0.0213637693883524
16.18,-0.22739244951712
16.2,-0.177933860111209
16.22,-0.128182616330114
16.24,-0.061164764413228
16.26,0.00907228563067018
16.28,0.102429031314018
16.3,0.0857477319285923
16.32,0.035411179397132
16.34,0.0989171788118232
16.36,0.0927714369329821
16.38,0.0743342112964589
16.4,0.0602868012876793
16.42,0.057945566286216
16.44,0.0509218612818262
16.46,0.00614574187884109
16.48,-0.0421422300263389
16.5,-0.100380450687738
16.52,-0.0992098331870061
16.54,-0.0424348844015218
16.56,-0.00819432250512145
16.58,0.0497512437810945
16.6,-0.0280948200175593
16.62,-0.0746268656716418
16.64,-0.0816505706760316
16.66,-0.113549897570969
16.68,-0.070822358794264
16.7,-0.0629206906643254
16.72,-0.0532630962832894
16.74,-0.0509218612818262
16.76,-0.0111208662569505
16.78,-0.00790166812993854
16.8,-0.0541410594088382
16.82,-0.0359964881474978
16.84,0.0254609306409131
16.86,0.100380450687738
16.88,0.203394790752122
16.9,0.266315481416447
16.92,0.249634182031021
16.94,0.222417325139011
16.96,0.150131694468832
16.98,0.0544337137840211
17,0.00438981562774363
17.02,-0.0556043312847527
17.04,-0.0441908106526193
17.06,-0.0213637693883524
17.08,0.00614574187884109
17.1,0.0377524143985953
17.12,0.0629206906643254
17.14,0.00702370500438982
17.16,-0.0362891425226807
17.18,-0.0962832894351771
17.2,-0.15188762071993
17.22,-0.2071992976295
17.24,-0.169446883230904
17.26,-0.135206321334504
17.28,-0.0898448931811531
17.3,-0.0424348844015218
17.32,-0.00263388937664618
17.34,-0.0526777875329236
17.36,-0.0930640913081651
17.38,-0.136084284460053
17.4,-0.114427860696517
17.42,-0.100965759438104
17.44,-0.0924787825577992
17.46,-0.127304653204565
17.48,-0.143693298214808
17.5,-0.139010828211882
17.52,-0.122914837576822
17.54,-0.10564822944103
17.56,-0.0810652619256658
17.58,-0.0755048287971905
17.6,-0.0406789581504244
17.62,-0.0199004975124378
17.64,0.148375768217735
17.66,0.21129645888206
17.68,0.256950541410594
17.7,0.228855721393035
17.72,0.223880597014925
17.74,0.128475270705297
17.76,0.0234123500146327
17.78,0.00380450687737782
17.8,-0.0368744512730465
17.82,-0.00438981562774363
17.84,0.00877963125548727
17.86,0.0304360550190225
17.88,0.0304360550190225
17.9,0.0564822944103014
17.92,0.0599941469124963
17.94,0.0216564237635353
17.96,-0.0163886450102429
17.98,-0.0210711150131695
18,0.0204858062628036
18.02,0.0310213637693884
18.04,0.0430201931518876
18.06,-0.00263388937664618
18.08,-0.0465320456540825
18.1,-0.054726368159204
18.12,-0.00204858062628036
18.14,0.0453614281533509
18.16,0.0307287093942054
18.18,-0.0336552531460345
18.2,-0.0883816213052385
18.22,-0.0904302019315189
18.24,-0.0278021656423764
18.26,-0.0169739537606087
18.28,0.00117061750073164
18.3,0.00585308750365818
18.32,0.0146327187591455
18.34,0.0166812993854258
18.36,0.0283874743927422
18.38,0.0392156862745098
18.4,0.0517998244073749
18.42,0.0637986537898742
18.44,0.0763827919227393
18.46,0.0883816213052385
18.48,0.101258413813287
18.5,0.112964588820603
18.52,0.138718173836699
18.54,0.115013169446883
18.56,0.0696517412935323
18.58,0.0336552531460345
18.6,-0.0231196956394498
18.62,-0.0362891425226807
18.64,0.0158033362598771
18.66,0.00790166812993854
18.68,-0.0731635937957272
18.7,-0.165642376353526
18.72,-0.184372256365233
18.74,-0.172958735733099
18.76,-0.120866256950541
18.78,-0.0199004975124378
18.8,0.0796019900497512
18.82,0.0810652619256658
18.84,-0.00614574187884109
18.86,-0.0175592625109745
18.88,-0.03219198127012
18.9,-0.0646766169154229
18.92,-0.12174422007609
18.94,-0.15188762071993
18.96,-0.0649692712906058
18.98,0.00877963125548727
19,0.0231196956394498
19.02,0.0406789581504244
19.04,0.0500438981562774
19.06,0.074041556921276
19.08,0.0945273631840796
19.1,0.114427860696517
19.12,0.0479953175299971
19.14,-0.0398009950248756
19.16,-0.0945273631840796
19.18,-0.0851624231782265
19.2,-0.0839918056774949
19.22,-0.0889669300556043
19.24,-0.0992098331870061
19.26,-0.0717003219198127
19.28,-0.0222417325139011
19.3,0.0365817968978636
19.32,0.110038045068774
19.34,0.117647058823529
19.36,0.0717003219198127
19.38,0.0456540825285338
19.4,-0.0117061750073164
19.42,-0.0447761194029851
19.44,-0.0845771144278607
19.46,-0.0924787825577992
19.48,-0.0324846356453029
19.5,0.0275095112671934
19.52,0.0980392156862745
19.54,0.168568920105356
19.56,0.124085455077553
19.58,0.041849575651156
19.6,-0.00204858062628036
19.62,-0.0395083406496927
19.64,-0.0790166812993854
19.66,-0.099795141937372
19.68,-0.104477611940299
19.7,-0.115891132572432
19.72,-0.117647058823529
19.74,-0.14281533508926
19.76,-0.140474100087796
19.78,-0.118817676324261
19.8,-0.119110330699444
19.82,-0.102721685689201
19.84,-0.054726368159204
19.86,-0.0166812993854258
19.88,0.012876792508048
19.9,-0.00556043312847527
19.92,-0.0210711150131695
19.94,-0.0494585894059116
19.96,-0.0336552531460345
19.98,0.0368744512730465
20,0.104770266315481
20.02,0.191395961369623
20.04,0.209540532630963
20.06,0.223002633889377
20.08,0.21627158326017
20.1,0.183786947614867
20.12,0.141644717588528
20.14,0.077260755048288
20.16,-0.012876792508048
20.18,-0.0842844600526778
20.2,-0.112379280070237
20.22,-0.143985952589991
20.24,-0.125256072578285
20.26,-0.12174422007609
20.28,-0.0807726075504829
20.3,-0.0152180275095113
20.32,0.0693590869183494
20.34,0.124670763827919
20.36,0.176763242610477
20.38,0.132279777582675
20.4,0.0831138425519461
20.42,0.0368744512730465
20.44,-0.0158033362598771
20.46,-0.0804799531753
20.48,-0.123792800702371
20.5,-0.0512145156570091
20.52,0.000292654375182909
20.54,0.0743342112964589
20.56,0.140766754462979
20.58,0.187591454492245
20.6,0.162130523851332
20.62,0.120866256950541
20.64,0.0538484050336553
20.66,-0.0140474100087796
20.68,-0.0886742756804214
20.7,-0.155399473222125
20.72,-0.2071992976295
20.74,-0.27158326016974
20.76,-0.25256072578285
20.78,-0.184664910740416
20.8,-0.110038045068774
20.82,0.0254609306409131
20.84,0.0904302019315189
20.86,0.172373426982733
20.88,0.179689786362306
20.9,0.11267193444542
20.92,0.102721685689201
20.94,0.0910155106818847
20.96,0.0719929762949956
20.98,0.00556043312847527
21,-0.057945566286216
21.02,-0.0462393912788996
21.04,-0.00438981562774363
21.06,0.028972783143108
21.08,0.083699151302312
21.1,0.119402985074627
21.12,0.164764413227978
21.14,0.155399473222125
21.16,0.0918934738074334
21.18,0.04828797190518
21.2,-0.00702370500438982
21.22,-0.0553116769095698
21.24,-0.0807726075504829
21.26,-0.108574773192859
21.28,-0.131694468832309
21.3,-0.156277436347673
21.32,-0.141352063213345
21.34,-0.110916008194323
21.36,-0.0866256950541411
21.38,-0.0573602575358502
21.4,-0.0538484050336553
21.42,-0.0465320456540825
21.44,-0.0348258706467662
21.46,-0.0155106818846942
21.48,0.000585308750365818
21.5,0.0172666081357916
